409,Device Object-122_4120 Room Set Temperature RTs-AI7
410,Device Object-122_4120 Room Set Temperature RTs-AO1
411,Device Object-122_4120 Room Temperature RT-AI8
412,Device Object-122_4120 Secondary Air Damper SEC-AI6
413,Device Object-122_4120 Setpoint deviation cooling mode dTC_RT-AI16
414,Device Object-122_4120 Setpoint deviation heating mode dTH_RT-AI15
415,Device Object-122_4120 Simulation running SIM-BI7
416,Device Object-122_4120 User demand auto mode AUTO-BO2
417,Device Object-122_4120 User demand Main Switch ON-BO1
418,Device Object-122_4120 User demand ventilation performance P_vent-AI19
419,Device Object-122_4120 User demand ventilation performance P_vent-AO2
420,Device Object-122_4120 User Presence PRESENCE-BI8
421,Device Object-122_4120 User Release ON -BI6
422,Device Object-122_4120 VOC-AI9
423,Device Object-122_4120 Window Closed WIN-BI9
424,Device Object-123_4120 Ambient air temperature T_Amb-AI14
425,Device Object-123_4120 Anti freezing mode-BI14
426,Device Object-123_4120 Automatic cooling request RCauto-BI12
427,Device Object-123_4120 Automatic heating request RHauto-BI13
428,Device Object-123_4120 Automatic operation AUTO -BI5
429,Device Object-123_4120 Building cooling mode-BO4
430,Device Object-123_4120 Building heating mode-BO3
431,Device Object-123_4120 CO2-AI10
432,Device Object-123_4120 Cooling Valve P_cool-AI3
433,Device Object-123_4120 Error Status ERROR -BI11
434,Device Object-123_4120 Frost temperature T_Frost-AI17
435,Device Object-123_4120 Heat Recovery HRC-AI1
436,Device Object-123_4120 Heating Valve P_heat-AI2
437,Device Object-123_4120 Humidity HUM-AI11
438,Device Object-123_4120 Inlet air temperature T_InL-AI13
439,Device Object-123_4120 Maximum fan speed-AO3
440,Device Object-123_4120 Mixed air temperature T_Mix-AI12
441,Device Object-123_4120 Operation Status OPER-BI10
442,Device Object-123_4120 Performance Exhaust Vent P_exa-AI5
443,Device Object-123_4120 Performance Supply Vent P_supa-AI4
444,Device Object-123_4120 Real room temperature setpoint RTs_real-AI18
445,Device Object-123_4120 Request Cooling RC-BI1
446,Device Object-123_4120 Request Heating RH-BI2
447,Device Object-123_4120 Request Manual Control R_FeMo-BI15
448,Device Object-123_4120 Request Manual Service Control R_SeMo-BI4
449,Device Object-123_4120 Request Ventilation RV-BI3
450,Device Object-123_4120 Room Set Temperature RTs-AI7
451,Device Object-123_4120 Room Set Temperature RTs-AO1
452,Device Object-123_4120 Room Temperature RT-AI8
453,Device Object-123_4120 Secondary Air Damper SEC-AI6
454,Device Object-123_4120 Setpoint deviation cooling mode dTC_RT-AI16
455,Device Object-123_4120 Setpoint deviation heating mode dTH_RT-AI15
456,Device Object-123_4120 Simulation running SIM-BI7
457,Device Object-123_4120 User demand auto mode AUTO-BO2
458,Device Object-123_4120 User demand Main Switch ON-BO1
459,Device Object-123_4120 User demand ventilation performance P_vent-AI19
460,Device Object-123_4120 User demand ventilation performance P_vent-AO2
461,Device Object-123_4120 User Presence PRESENCE-BI8
462,Device Object-123_4120 User Release ON -BI6
463,Device Object-123_4120 VOC-AI9
464,Device Object-123_4120 Window Closed WIN-BI9
465,Device Object-125_4120 Ambient air temperature T_Amb-AI14
466,Device Object-125_4120 Anti freezing mode-BI14
467,Device Object-125_4120 Automatic cooling request RCauto-BI12
468,Device Object-125_4120 Automatic heating request RHauto-BI13
469,Device Object-125_4120 Automatic operation AUTO -BI5
470,Device Object-125_4120 Building cooling mode-BO4
471,Device Object-125_4120 Building heating mode-BO3
472,Device Object-125_4120 CO2-AI10
473,Device Object-125_4120 Cooling Valve P_cool-AI3
474,Device Object-125_4120 Error Status ERROR -BI11
475,Device Object-125_4120 Frost temperature T_Frost-AI17
476,Device Object-125_4120 Heat Recovery HRC-AI1
477,Device Object-125_4120 Heating Valve P_heat-AI2
478,Device Object-125_4120 Humidity HUM-AI11
479,Device Object-125_4120 Inlet air temperature T_InL-AI13
480,Device Object-125_4120 Maximum fan speed-AO3
481,Device Object-125_4120 Mixed air temperature T_Mix-AI12
482,Device Object-125_4120 Operation Status OPER-BI10
483,Device Object-125_4120 Performance Exhaust Vent P_exa-AI5
484,Device Object-125_4120 Performance Supply Vent P_supa-AI4
485,Device Object-125_4120 Real room temperature setpoint RTs_real-AI18
486,Device Object-125_4120 Request Cooling RC-BI1
